sample,altitude_m,ambient_temp_c,air_density_kg_m3,throttle,rpm,egt_c,cht_c,oil_pressure_psi,oil_temperature_c,fuel_flow,engine_load,vibration_rms_g,injection_timing_deg,battery_voltage_v,alternator_current_a,fault_severity,fault,health_state
272,1665.93,34.73,1.0407,0.674,4463.71,612.09,155.72,49.45,100.35,16.21,0.648,0.03537663537219248,22.939650621434264,14.02549687766249,19.926781534289045,0.0,NORMAL,NORMAL
273,420.98,34.31,1.1763,0.316,3187.37,528.12,125.28,39.37,86.79,7.81,0.312,0.035749975237697386,24.563449184898598,14.124557261416447,14.349918412375573,0.0,NORMAL,NORMAL
274,4159.32,5.46,0.8055,0.97,5370.98,671.77,162.57,56.61,101.12,22.18,0.887,0.047678054595593405,22.78663445307512,14.043521915510697,23.710927025914444,0.0,NORMAL,NORMAL
275,2170.94,12.26,0.9893,0.74,4677.61,626.16,149.55,51.14,95.86,17.62,0.705,0.033974732478573626,22.884746825511545,14.045506562308102,20.18754706027937,0.0,NORMAL,NORMAL
276,1298.15,35.96,1.0795,0.579,4136.06,590.53,148.57,46.86,97.27,14.05,0.562,0.03749279881899738,23.51153064493565,13.932296940569175,18.351835744637732,0.0,NORMAL,NORMAL
277,3951.73,7.45,0.8233,0.392,3367.8,539.99,116.12,40.8,80.63,9.0,0.36,0.026250612435533047,24.166454792265103,13.989037469385892,15.695906130686229,0.0,NORMAL,NORMAL
278,1717.06,14.95,1.0354,0.447,3634.42,557.53,126.19,42.9,85.69,10.75,0.43,0.03574421875270833,23.81627092909857,14.001673907558697,16.214794656017013,0.0,NORMAL,NORMAL
279,1472.45,11.41,1.061,0.765,4810.38,634.89,152.27,52.19,97.01,18.49,0.74,0.041953112339403346,22.806990762726052,14.007298927195807,20.319795905638905,0.0,NORMAL,NORMAL
280,1164.44,25.14,1.0938,0.553,4043.52,584.44,140.97,46.13,93.05,13.44,0.538,0.037134449787868465,23.860176569154625,14.074771996030664,16.375369837739626,0.0,NORMAL,NORMAL
281,4523.35,27.76,0.7748,0.333,3148.79,525.58,121.09,39.07,84.42,7.56,0.302,0.02729255582182241,23.971592937005898,14.008540000965684,14.70999921640884,0.0,NORMAL,NORMAL
282,1472.35,24.86,1.061,0.485,3779.53,567.07,134.58,44.05,90.19,11.71,0.468,0.0354566462857151,23.648872230718062,14.08817310701209,16.580037048169253,0.0,NORMAL,NORMAL
283,1346.68,39.53,1.0743,0.463,3706.32,562.26,140.18,43.47,93.82,11.23,0.449,0.03127547034434007,23.34760428469173,13.97061515728542,17.465252264580297,0.0,NORMAL,NORMAL
284,2627.83,10.56,0.9445,0.992,5555.01,683.88,169.48,58.07,104.59,23.39,0.936,0.04302253954370033,22.61463030406414,14.064091652286976,24.62265559815211,0.0,NORMAL,NORMAL
285,3529.44,24.38,0.8606,0.321,3127.86,524.2,118.9,38.9,83.19,7.42,0.297,0.028129913778213812,23.814296794859917,13.880474864849786,13.979861104341195,0.0,NORMAL,NORMAL
286,4430.74,17.01,0.7825,0.728,4516.94,615.59,148.12,49.87,95.6,16.56,0.662,0.03709496894327926,23.449792214873717,13.795244973341388,19.307769784734447,0.0,NORMAL,NORMAL
287,2084.31,8.77,0.998,0.631,4286.61,600.43,138.54,48.05,90.7,15.04,0.602,0.03716689192630482,22.82597213994259,13.893484480751425,18.88395657979067,0.0,NORMAL,NORMAL
288,2590.27,37.59,0.9481,0.271,2971.9,513.94,121.81,37.67,85.51,6.39,0.256,0.031023922696893826,24.22949201166691,14.043835854952139,14.612507787905892,0.0,NORMAL,NORMAL
289,653.24,9.27,1.15,0.85,5180.66,659.25,159.96,55.11,100.26,20.93,0.837,0.041238034925698434,22.65810845594195,13.994762975328873,22.75528403219087,0.0,NORMAL,NORMAL
290,4672.01,25.93,0.7626,0.768,4642.62,623.86,155.55,50.86,99.6,17.39,0.695,0.040180491435585816,23.169798919089242,14.04292954085577,20.335238559166108,0.0,NORMAL,NORMAL
291,2266.58,17.7,0.9798,0.272,2981.89,514.6,112.11,37.75,79.65,6.46,0.258,0.021994750781381224,23.845109483511965,14.007675284990475,14.13943272945922,0.0,NORMAL,NORMAL
292,3611.1,24.67,0.8533,0.967,5394.99,673.35,172.74,56.8,107.14,22.34,0.893,0.04563532372287836,22.360757212375916,14.103548235882126,23.318922550110425,0.0,NORMAL,NORMAL
293,2406.72,7.7,0.966,0.541,3946.36,578.05,129.95,45.37,86.8,12.8,0.512,0.04082108730432159,23.54190594127078,13.889719495622732,17.440113234467294,0.0,NORMAL,NORMAL
294,4445.91,27.24,0.7813,0.377,3303.44,535.75,124.49,40.29,85.89,8.58,0.343,0.03000218842629304,24.053533298911827,14.109571244721087,15.366926301241147,0.0,NORMAL,NORMAL
295,2381.23,15.6,0.9685,0.205,2736.56,498.46,105.25,35.81,76.43,4.85,0.194,0.026545159322372863,24.78763977315828,13.974830203754436,13.738058896947173,0.0,NORMAL,NORMAL
296,3437.03,7.32,0.8689,0.682,4404.44,608.19,140.61,48.98,91.51,15.82,0.633,0.042884337666450806,23.37049088040335,14.013565998939926,19.100581943434076,0.0,NORMAL,NORMAL
297,3227.77,6.17,0.888,0.454,3605.24,555.61,121.11,42.67,82.75,10.56,0.422,0.02819310246219774,23.487414102783468,14.095393533568387,16.09575198666459,0.0,NORMAL,NORMAL
298,2616.81,29.07,0.9455,0.967,5465.52,677.99,176.61,57.36,109.2,22.8,0.912,0.04523509897577763,22.691754530288485,14.170757946445779,23.654071429204233,0.0,NORMAL,NORMAL
299,4657.87,9.86,0.7638,0.981,5378.39,672.26,164.95,56.67,102.52,22.23,0.889,0.04591930537095891,22.385024856050112,14.003161646799823,23.292250450994235,0.0,NORMAL,NORMAL
300,3959.18,5.07,0.8227,0.211,2735.27,498.37,99.95,35.8,73.26,4.84,0.193,0.02358194051885521,24.08811799495258,13.95610910859706,13.023725463379126,0.0,NORMAL,NORMAL
301,2521.33,30.34,0.9548,0.718,4579.28,619.69,156.26,50.36,100.25,16.97,0.679,0.03813391160387725,23.2865464335675,13.95847789578981,20.365680140181784,0.0,NORMAL,NORMAL
302,1164.04,35.29,1.0939,0.548,4025.8,583.28,145.63,45.99,95.91,13.33,0.533,0.036046217287498766,23.156318502852443,14.054407013656757,17.930540334293994,0.0,NORMAL,NORMAL
303,4338.91,30.01,0.7902,0.993,5439.16,676.26,176.46,57.15,109.2,22.63,0.905,0.04921815807972044,22.074765502461535,13.89288778879711,22.2911929441737,0.0,NORMAL,NORMAL
304,77.7,33.86,1.2159,0.467,3770.38,566.47,138.86,43.98,92.79,11.65,0.466,0.035924724675003475,23.642891712343097,13.922239750046355,16.358469914263587,0.0,NORMAL,NORMAL
305,61.13,13.91,1.2178,0.279,3057.95,519.6,112.01,38.35,79.31,6.96,0.278,0.032099836977665046,23.42722148381684,14.151624677142982,13.775783675807327,0.0,NORMAL,NORMAL
306,55.16,8.83,1.2185,0.212,2804.92,502.96,103.48,36.35,75.12,5.3,0.212,0.024733912069394598,24.37238488495026,14.007276396002911,12.715975880195748,0.0,NORMAL,NORMAL
307,682.02,16.55,1.1468,0.691,4584.06,620.0,149.48,50.4,96.17,17.0,0.68,0.03853199262762173,22.804308376054703,14.128661494961069,20.95870421784328,0.0,NORMAL,NORMAL
308,3769.39,7.86,0.8393,0.85,4976.32,645.81,154.42,53.5,97.69,19.58,0.783,0.04554054771883473,22.9519823624944,13.870796359877096,22.576130521963407,0.0,NORMAL,NORMAL
309,1664.88,18.49,1.0408,0.525,3921.46,576.41,134.75,45.17,89.77,12.64,0.506,0.03872135040393059,23.0225944895963,13.972824424094913,17.194599102680815,0.0,NORMAL,NORMAL
310,2106.38,34.72,0.9958,0.436,3580.93,554.01,134.8,42.48,91.06,10.4,0.416,0.034309317646561324,23.891988887035662,13.917127796755457,16.239783371654585,0.0,NORMAL,NORMAL
311,707.46,13.35,1.1439,0.5,3868.38,572.92,130.93,44.75,87.67,12.29,0.492,0.03095687312495572,23.790196380549617,14.240117375048031,16.720325762488393,0.0,NORMAL,NORMAL
312,229.85,30.11,1.1982,0.388,3467.23,546.53,129.81,41.58,88.48,9.65,0.386,0.03586338566734488,23.973419538808553,14.03405068781586,15.87909677510374,0.0,NORMAL,NORMAL
313,4715.18,19.79,0.7591,0.575,3978.6,580.17,136.76,45.62,90.76,13.02,0.521,0.038768916552161276,23.430741744282248,13.730690769055046,17.999783372993626,0.0,NORMAL,NORMAL
314,4697.4,30.62,0.7605,0.501,3723.54,563.39,136.13,43.61,91.33,11.34,0.454,0.034126500833624084,23.627754228951126,14.051290333395666,17.474453589437054,0.0,NORMAL,NORMAL
315,4099.68,31.54,0.8106,0.504,3753.32,565.35,137.3,43.84,91.92,11.53,0.461,0.03157391505027359,23.514860189030657,14.098993554177241,17.613075364260517,0.0,NORMAL,NORMAL
316,4911.93,34.31,0.7432,0.989,5386.93,672.82,177.37,56.74,109.95,22.28,0.891,0.04206775938334437,22.11695485729513,14.024093777442971,22.767043019656153,0.0,NORMAL,NORMAL
317,399.96,11.96,1.1787,0.996,5750.62,696.75,174.81,59.61,107.07,24.68,0.987,0.05006925770363561,22.07617773173795,14.014837490777929,24.187868449977696,0.0,NORMAL,NORMAL
318,2663.68,12.04,0.941,0.919,5289.63,666.42,163.93,55.97,102.24,21.64,0.866,0.04585236209478705,23.11550788991186,14.173999100792388,22.95920558128346,0.0,NORMAL,NORMAL
319,1274.07,12.17,1.082,0.389,3434.15,544.35,120.05,41.32,82.75,9.44,0.377,0.032794102421837376,24.251414170973664,13.987669917393081,15.516509314649985,0.0,NORMAL,NORMAL
320,4058.45,17.0,0.8141,0.303,3055.25,519.42,113.5,38.33,80.21,6.94,0.278,0.0284984259482065,24.048345844541725,13.909599229608247,14.382074606099268,0.0,NORMAL,NORMAL
321,1926.58,19.59,1.0139,0.698,4539.84,617.09,149.95,50.05,96.61,16.71,0.668,0.042977246881509806,23.204707692481332,13.980079000341794,20.43274356257081,0.0,NORMAL,NORMAL
322,2227.58,7.43,0.9837,0.949,5428.01,675.53,164.9,57.06,102.31,22.55,0.902,0.048716074531842096,22.379350103944166,14.017881550399084,23.27465567341439,0.0,NORMAL,NORMAL
323,1924.11,15.65,1.0142,0.468,3703.63,562.08,128.17,43.45,86.63,11.21,0.448,0.029843293384197084,23.745072768772353,13.947026748775873,17.073958089287817,0.0,NORMAL,NORMAL
324,553.72,37.78,1.1612,0.696,4609.44,621.67,160.69,50.6,102.8,17.17,0.687,0.03926281196188472,22.57140786198398,14.141406459755876,20.618472928815446,0.0,NORMAL,NORMAL
325,2200.53,32.67,0.9864,0.852,5081.69,652.74,169.32,54.33,106.24,20.27,0.811,0.047496570464520604,22.50747134907919,14.073314961053836,22.89687690924151,0.0,NORMAL,NORMAL
326,3038.19,32.51,0.9056,0.965,5427.4,675.49,177.43,57.06,109.83,22.55,0.902,0.051063595219159486,22.39997293952022,14.21504992269531,24.110247915654796,0.0,NORMAL,NORMAL
327,2969.24,18.47,0.912,0.624,4221.37,596.14,141.84,47.54,92.92,14.61,0.585,0.03707563349460774,22.65384236827862,13.975954001702483,18.699143857470826,0.0,NORMAL,NORMAL
328,512.32,24.79,1.1659,0.281,3054.62,519.38,117.37,38.33,82.54,6.94,0.278,0.02867420729276084,24.502461576368717,13.864335255839931,13.399727702856131,0.0,NORMAL,NORMAL
329,1923.94,29.53,1.0142,0.645,4345.29,604.3,150.31,48.52,97.55,15.43,0.617,0.039582960336069256,23.130849235588673,13.9440347121384,19.096957684556738,0.0,NORMAL,NORMAL
330,4309.6,6.58,0.7927,0.85,4945.78,643.8,153.06,53.26,96.98,19.38,0.775,0.04586330587368469,23.045133256591093,14.087446517939235,21.773070994896532,0.0,NORMAL,NORMAL
331,4743.92,7.2,0.7567,0.864,4969.99,645.39,153.94,53.45,97.42,19.54,0.782,0.04495183318975481,22.554390826489286,14.007843453469384,21.42943246925378,0.0,NORMAL,NORMAL
332,3727.48,33.99,0.843,0.285,2998.86,515.71,120.65,37.89,84.71,6.57,0.263,0.02888868704879773,24.086481651545117,13.768566404314097,14.280593261478803,0.0,NORMAL,NORMAL
333,30.18,22.09,1.2215,0.865,5283.49,666.02,168.81,55.92,105.19,21.6,0.864,0.04623437704737997,22.22407299279573,13.969355825165726,23.207174221185298,0.0,NORMAL,NORMAL
334,761.99,14.45,1.1379,0.6,4238.67,597.28,140.25,47.67,91.9,14.73,0.589,0.03514838599037284,23.337947578515262,13.991602314748567,19.084889892098182,0.0,NORMAL,NORMAL
335,2899.32,27.51,0.9186,0.355,3265.86,533.28,123.74,39.99,85.58,8.33,0.333,0.02842136027133937,24.56377260613591,13.852410935813374,13.333363600219258,0.0,NORMAL,NORMAL
336,3855.02,22.33,0.8317,0.385,3346.51,538.59,123.06,40.63,84.87,8.86,0.354,0.03111596550510108,24.361009570556217,13.930923858120304,15.037374188773738,0.0,NORMAL,NORMAL
337,3514.62,38.72,0.8619,0.547,3923.56,576.55,144.92,45.19,95.86,12.66,0.506,0.03354353222224817,23.34473752096341,13.941720756573366,17.433834762221498,0.0,NORMAL,NORMAL
338,1464.54,24.28,1.0618,0.558,4050.93,584.93,140.71,46.19,92.87,13.49,0.54,0.036006173035489246,23.139869172247295,13.89389337324474,18.22721454112734,0.0,NORMAL,NORMAL
339,1468.98,32.25,1.0613,0.383,3407.51,542.6,129.46,41.11,88.49,9.26,0.37,0.030861198805316372,24.12377534492383,13.988886935714937,16.018737499793506,0.0,NORMAL,NORMAL
340,2928.4,9.35,0.9158,0.756,4689.94,626.97,148.38,51.24,95.12,17.7,0.708,0.04086650739909909,22.840964323078325,13.985713800644692,20.354501517561957,0.0,NORMAL,NORMAL
341,1315.2,25.62,1.0776,0.699,4576.0,619.47,153.82,50.34,98.8,16.95,0.678,0.042539398942609975,22.640297644545214,14.237950857350114,20.08643268412485,0.0,NORMAL,NORMAL
342,250.77,39.74,1.1958,0.746,4816.99,635.33,166.59,52.24,105.57,18.53,0.741,0.04150136122193962,23.14812713387488,13.89970204500263,20.86777078574169,0.0,NORMAL,NORMAL
343,2746.51,39.52,0.9331,0.735,4627.7,622.87,162.0,50.74,103.52,17.29,0.691,0.04649571289263072,22.78486872868505,13.929111395752445,21.24332875073172,0.0,NORMAL,NORMAL
344,3811.03,22.47,0.8356,0.359,3255.52,532.6,120.97,39.91,83.96,8.26,0.33,0.030498520385711648,23.78362417690226,13.853428192410504,14.941807860347431,0.0,NORMAL,NORMAL
345,734.08,9.63,1.141,0.705,4632.76,623.21,147.17,50.78,94.6,17.32,0.693,0.038604965749242666,22.896095683614565,14.069638756427107,20.699060815621028,0.0,NORMAL,NORMAL
346,829.67,32.55,1.1304,0.996,5711.5,694.18,184.18,59.3,112.83,24.42,0.977,0.04867021108407108,22.29396785007717,14.022799595283873,24.37133311987627,0.0,NORMAL,NORMAL
347,2225.45,32.1,0.9839,0.264,2954.92,512.82,118.67,37.54,83.68,6.28,0.251,0.026420074709809428,24.30422609963836,13.922627180759811,14.345806812916196,0.0,NORMAL,NORMAL
348,3632.55,38.12,0.8514,0.348,3221.2,530.34,127.98,39.64,88.29,8.03,0.321,0.028353748075235826,23.99738178291053,13.965839655127303,14.732348489984187,0.0,NORMAL,NORMAL
349,1646.9,35.97,1.0427,0.797,4914.57,641.75,167.01,53.01,105.47,19.17,0.767,0.045306936066589476,22.516689759807207,13.996617567219339,20.930546423167282,0.0,NORMAL,NORMAL
350,1162.1,8.38,1.0941,0.685,4532.62,616.62,144.17,49.99,93.17,16.66,0.666,0.039483909807615035,23.29515023820909,14.095591094760904,20.441638357118716,0.0,NORMAL,NORMAL
351,1180.32,18.79,1.0921,0.869,5211.88,661.31,165.46,55.36,103.44,21.13,0.845,0.040133048832018466,22.07257648544227,14.010847546639159,23.063404050321523,0.0,NORMAL,NORMAL
352,3051.37,15.38,0.9043,0.884,5138.09,656.45,162.02,54.77,101.65,20.65,0.826,0.03965215291185417,22.514841030757832,14.020330957096432,21.563434805115055,0.0,NORMAL,NORMAL
353,2267.32,30.85,0.9797,0.744,4687.33,626.8,159.07,51.22,101.54,17.68,0.707,0.03436518933831974,22.59381024227975,14.03915125517008,20.65591268243516,0.0,NORMAL,NORMAL
354,584.43,18.01,1.1577,0.605,4266.07,599.08,142.67,47.89,93.26,14.91,0.596,0.038142269494958685,23.77908639529567,14.03200394105203,18.804428360152514,0.0,NORMAL,NORMAL
355,3152.95,21.16,0.8949,0.468,3656.84,559.0,129.82,43.08,87.79,10.9,0.436,0.03228263270549021,23.983684231985716,13.964842186559858,16.33748866036349,0.0,NORMAL,NORMAL
356,1748.69,5.09,1.0322,0.261,2951.23,512.58,105.07,37.51,75.54,6.26,0.25,0.028556456348379843,23.971669546638612,13.86793394320226,13.251462753635497,0.0,NORMAL,NORMAL
357,822.02,12.4,1.1312,0.984,5665.9,691.18,173.02,58.94,106.31,24.12,0.965,0.049988716660830566,22.284709772702303,14.288711733907322,25.668597586710593,0.0,NORMAL,NORMAL
358,4836.07,27.13,0.7493,0.61,4091.32,587.59,143.1,46.51,94.15,13.76,0.55,0.03488658804038751,23.4981967944999,13.993016671488917,18.171476506053477,0.0,NORMAL,NORMAL
359,4331.79,31.05,0.7908,0.324,3122.07,523.82,122.1,38.86,85.13,7.38,0.295,0.025778150233390872,23.88931484556268,13.831830117378901,14.533765199858365,0.0,NORMAL,NORMAL
360,4467.29,15.68,0.7795,0.374,3290.57,534.91,118.41,40.19,82.29,8.49,0.34,0.030228749503327466,24.289165840530167,14.025087317980502,15.402271290098467,0.0,NORMAL,NORMAL
361,2373.85,14.24,0.9692,0.802,4887.26,639.95,155.5,52.79,98.67,19.0,0.76,0.042252879299015784,22.76732451316306,13.79260771900787,21.494631184576182,0.0,NORMAL,NORMAL
362,2022.88,25.26,1.0042,0.966,5505.28,680.61,175.65,57.67,108.48,23.06,0.922,0.042042480071877254,22.03266833978721,14.262976314089634,23.068804112325104,0.0,NORMAL,NORMAL
363,1977.05,25.46,1.0088,0.316,3146.79,525.45,119.89,39.05,83.71,7.54,0.302,0.023909185975787207,24.125392368125453,13.99409818832461,14.557987359852651,0.0,NORMAL,NORMAL
364,2931.71,21.38,0.9155,0.471,3676.05,560.27,130.39,43.23,88.06,11.03,0.441,0.03267826628804019,23.471895002163446,13.90022065233945,15.728746488770724,0.0,NORMAL,NORMAL
365,1256.72,20.43,1.0839,0.24,2886.67,508.33,111.22,37.0,79.46,5.83,0.233,0.024916766247095032,24.74114090656529,13.935759735284341,13.926976269339528,0.0,NORMAL,NORMAL
366,1853.52,29.62,1.0214,0.319,3161.59,526.42,122.32,39.17,85.11,7.64,0.306,0.035441754094524346,24.495273757152443,14.163002019216473,14.095624651906917,0.0,NORMAL,NORMAL
367,295.35,28.42,1.1907,0.904,5412.08,674.48,175.02,56.94,108.44,22.45,0.898,0.047528806162051525,22.048734490809334,13.91385992026954,23.93088786349466,0.0,NORMAL,NORMAL
368,711.62,33.84,1.1435,0.39,3457.21,545.87,131.43,41.5,89.49,9.59,0.383,0.0322335757985045,24.122161341415968,14.124558425213044,14.403078122202398,0.0,NORMAL,NORMAL
369,613.99,11.26,1.1544,0.721,4700.08,627.64,149.58,51.32,95.8,17.76,0.711,0.04020401488412947,22.80281582339215,13.938441321378324,21.720608881860965,0.0,NORMAL,NORMAL
370,2493.57,15.36,0.9575,0.731,4627.44,622.86,149.91,50.74,96.27,17.29,0.691,0.04002918538310352,22.808739290494838,13.810524291445558,20.45600939561371,0.0,NORMAL,NORMAL
371,2394.68,28.26,0.9672,0.482,3735.07,564.15,135.23,43.7,90.74,11.41,0.457,0.03204497540953413,23.626806766365902,13.838806586784624,17.163157283735796,0.0,NORMAL,NORMAL
372,777.12,22.19,1.1362,0.427,3594.26,554.89,128.85,42.59,87.44,10.49,0.42,0.030275736921515282,23.69197775702878,13.999160677877857,15.835696413150016,0.0,NORMAL,NORMAL
373,2685.3,16.62,0.939,0.435,3556.96,552.43,125.18,42.29,85.37,10.24,0.41,0.03708798429048723,23.74764567205663,14.080777097081148,15.600623760227434,0.0,NORMAL,NORMAL
374,2615.04,29.92,0.9457,0.454,3628.61,557.15,133.53,42.86,90.12,10.71,0.429,0.03021339853414841,23.9111795162061,14.062653809426742,17.164806669952345,0.0,NORMAL,NORMAL
375,2488.04,8.23,0.958,0.644,4312.98,602.17,138.9,48.26,90.82,15.22,0.609,0.03841035933575904,23.073916301966417,14.159777784022879,18.52664539155332,0.0,NORMAL,NORMAL
376,1529.57,19.8,1.055,0.827,5035.34,649.69,161.79,53.96,101.89,19.97,0.799,0.04861046273852311,22.662279656716994,13.955907890101939,21.506894718955866,0.0,NORMAL,NORMAL
377,1121.31,22.84,1.0985,0.648,4398.12,607.77,148.22,48.93,96.09,15.78,0.631,0.03637300460537384,22.740926467271517,13.960670587196063,20.423130396642375,0.0,NORMAL,NORMAL
378,862.07,35.27,1.1268,0.395,3472.05,546.85,132.5,41.62,90.08,9.68,0.387,0.029660787762008662,23.41615505524387,13.963570104620706,15.441774855013406,0.0,NORMAL,NORMAL
379,3874.33,30.7,0.8301,0.463,3616.03,556.32,133.63,42.76,90.22,10.63,0.425,0.03422523443568193,23.373901204306325,13.941161814976523,16.9773595398295,0.0,NORMAL,NORMAL
380,3407.72,20.98,0.8716,0.603,4126.39,589.89,140.85,46.79,92.68,13.99,0.56,0.03286505605787585,23.561029959856317,14.002374765314125,17.96672717506133,0.0,NORMAL,NORMAL
381,642.22,20.08,1.1512,0.832,5114.0,654.87,163.79,54.58,102.8,20.49,0.819,0.04454964630257444,22.672296010584958,14.014996890435045,22.802740507536114,0.0,NORMAL,NORMAL
382,541.26,8.74,1.1626,0.556,4086.91,587.3,133.8,46.48,88.59,13.73,0.549,0.03470946106397952,23.313379491981937,14.12791323295812,18.879682294538096,0.0,NORMAL,NORMAL
383,3207.43,5.96,0.8899,0.471,3666.5,559.64,122.45,43.16,83.33,10.96,0.439,0.029882267073324798,23.428332647769896,14.011074921019166,16.210638279631947,0.0,NORMAL,NORMAL
384,1292.98,31.53,1.08,0.787,4902.68,640.97,164.51,52.92,104.01,19.1,0.764,0.046849487091384735,22.888602474736306,13.977550392346997,21.122850520039357,0.0,NORMAL,NORMAL
385,3508.5,19.54,0.8625,0.953,5355.2,670.74,169.24,56.49,105.18,22.07,0.883,0.046132515986652634,22.240313872763636,13.82830773116598,22.64817768095944,0.0,NORMAL,NORMAL
386,4814.31,15.55,0.751,0.407,3395.79,541.83,120.83,41.02,83.36,9.18,0.367,0.024828706489626894,24.070570325013136,14.070838640618039,14.727777334603024,0.0,NORMAL,NORMAL
387,24.07,12.09,1.2222,0.851,5230.65,662.54,162.56,55.51,101.63,21.25,0.85,0.04630965595203873,22.610128568558046,14.281876719264302,22.80447062271541,0.0,NORMAL,NORMAL
388,2101.23,29.71,0.9963,0.321,3161.84,526.44,122.37,39.17,85.14,7.64,0.306,0.028378527242711303,24.058134391321424,14.07479062836485,15.175748536405514,0.0,NORMAL,NORMAL
389,3218.51,18.65,0.8888,0.559,3978.89,580.19,136.2,45.62,90.43,13.02,0.521,0.035357136508504944,23.863347970654047,14.08920387035501,17.28047691686645,0.0,NORMAL,NORMAL
390,3542.14,22.25,0.8594,0.362,3272.64,533.73,121.27,40.05,84.07,8.37,0.335,0.032373118495509196,23.995830115014858,14.04525307973947,15.03550116882917,0.0,NORMAL,NORMAL
391,2948.71,8.56,0.9139,0.476,3694.45,561.48,124.41,43.38,84.41,11.15,0.446,0.03194378444766451,23.84757619550731,13.689848334966548,17.298579983423423,0.0,NORMAL,NORMAL
392,693.11,12.28,1.1455,0.467,3745.26,564.82,127.48,43.78,86.06,11.48,0.459,0.033658379870815595,23.787293892157834,13.958842318714334,16.696921571999688,0.0,NORMAL,NORMAL
393,4776.17,13.55,0.7541,0.842,4893.56,640.37,155.31,52.84,98.52,19.04,0.761,0.041829815045542874,22.828734785134547,14.159874322403969,22.10866842545224,0.0,NORMAL,NORMAL
394,552.15,7.97,1.1614,0.982,5681.89,692.23,171.19,59.07,105.15,24.22,0.969,0.04736871726616462,22.431595684698685,13.992711840748607,25.318019055587932,0.0,NORMAL,NORMAL
395,2761.06,17.77,0.9317,0.2,2714.61,497.01,105.81,35.64,76.85,4.7,0.188,0.028957298722052542,24.56664037101553,14.022801986550745,12.658008440718591,0.0,NORMAL,NORMAL
396,3355.91,10.49,0.8763,0.562,3983.94,580.52,132.23,45.66,88.03,13.05,0.522,0.040337290000100404,23.477614027873233,14.016934736711521,18.528925926618275,0.0,NORMAL,NORMAL
397,1624.04,28.02,1.0451,0.438,3603.16,555.47,131.98,42.66,89.28,10.55,0.422,0.034643421082879225,23.61907477505199,13.944541791178457,16.34312365857691,0.0,NORMAL,NORMAL
398,2678.46,8.67,0.9396,0.779,4786.94,633.35,150.34,52.0,95.94,18.34,0.733,0.04506825024942766,22.995997936833664,14.037820491883872,20.700783890448022,0.0,NORMAL,NORMAL
399,1207.89,6.14,1.0891,0.904,5340.12,669.74,162.18,56.37,101.0,21.97,0.879,0.049991931794565514,21.89984839524622,13.930716157003621,22.509344027476374,0.0,NORMAL,NORMAL
400,3007.9,22.91,0.9084,0.832,4958.7,644.65,161.53,53.36,102.02,19.47,0.779,0.0432307425936676,22.887641489503256,13.935419871129296,21.340058251979666,0.0,NORMAL,NORMAL
401,2456.79,6.1,0.9611,0.436,3565.94,553.02,120.14,42.36,82.32,10.3,0.412,0.031136406585180947,23.9643821151974,13.981294736077396,15.764813967420666,0.0,NORMAL,NORMAL
402,3368.22,36.72,0.8752,0.96,5387.89,672.89,178.6,56.75,110.68,22.29,0.892,0.04194669920298694,22.601372464415086,13.903956740668404,22.731543695770636,0.0,NORMAL,NORMAL
403,108.98,27.74,1.2122,0.776,4942.75,643.6,163.57,53.23,103.3,19.36,0.774,0.04459160450919952,21.817717693197558,13.92155800357511,21.178728990463625,0.0,NORMAL,NORMAL
404,4118.37,11.54,0.8089,0.462,3608.01,555.79,123.85,42.69,84.39,10.58,0.423,0.03146374291745812,23.925543676339007,14.049852328597755,16.20601985350701,0.0,NORMAL,NORMAL
405,1346.39,22.92,1.0743,0.411,3512.97,549.54,127.29,41.94,86.8,9.95,0.398,0.03083901793535282,24.33687022443521,14.018608695897186,15.666919430476586,0.0,NORMAL,NORMAL
406,497.64,17.67,1.1675,0.851,5197.35,660.35,164.56,55.24,102.96,21.04,0.841,0.04200787204723938,22.548867633065232,14.019461741656183,22.523219069314468,0.0,NORMAL,NORMAL
407,234.33,32.76,1.1977,0.626,4364.6,605.57,152.38,48.67,98.72,15.56,0.622,0.03537742318997613,22.960024731935277,14.010747822032984,19.595697268079746,0.0,NORMAL,NORMAL
408,4007.04,20.45,0.8185,0.348,3211.65,529.71,118.92,39.57,82.89,7.97,0.319,0.029225712362003966,23.85575142939427,13.92623701150482,14.98764621849312,0.0,NORMAL,NORMAL
409,3132.22,34.47,0.8968,0.353,3250.72,532.28,126.86,39.87,87.51,8.23,0.329,0.029932285187959276,24.241641448764167,14.032814459353013,15.097647175164028,0.0,NORMAL,NORMAL
410,4738.3,14.23,0.7572,0.374,3286.33,534.63,117.58,40.16,81.81,8.46,0.339,0.02982359719119803,24.277569541430246,14.023443795246049,15.749122778246768,0.0,NORMAL,NORMAL
411,793.21,15.26,1.1344,0.269,3002.71,515.97,111.38,37.92,79.13,6.6,0.264,0.02433784084921218,24.471249452440766,13.922000115137086,14.593383623811267,0.0,NORMAL,NORMAL
412,3849.89,23.98,0.8322,0.389,3359.04,539.41,124.18,40.73,85.5,8.94,0.358,0.031857857366339205,23.714078216769863,13.853287131016554,15.788641485939129,0.0,NORMAL,NORMAL
413,1150.25,27.66,1.0953,0.319,3179.05,527.57,121.75,39.31,84.71,7.76,0.31,0.027631300441561542,23.929173103813124,14.012453431837633,15.514782498226575,0.0,NORMAL,NORMAL
